#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","CABPSV020002321.1",289,503,"-",,,"HEP_00533600","VWU53378.1",70,"hypothetical protein HEP_00533600, partial"
"Un","CABPSV020002323.1",119,559,"-",,,"HEP_00533700","VWU53379.1",146,"duffy binding protein, putative, partial"
"Un","CABPSV020002324.1",2,468,"-",,,"HEP_00533800","VWU53380.1",156,"hypothetical protein HEP_00533800, partial"
"Un","CABPSV020002325.1",17,367,"-",,,"HEP_00533900","VWU53381.1",117,"conserved protein, unknown function, partial"
"Un","CABPSV020002327.1",2,556,"-",,,"HEP_00534000","VWU53382.1",185,"duffy binding protein, putative, partial"
"Un","CABPSV020000233.1",4,11426,"-",,,"HEP_00176400","VWU49817.1",3808,"conserved protein, unknown function, partial"
"Un","CABPSV020000233.1",14592,21137,"-",,,"HEP_00176500","VWU49818.1",2181,"histone deacetylase 2, putative"
"Un","CABPSV020002330.1",223,428,"-",,,"HEP_00534100","VWU53383.1",67,"ubiquitin-like protein, putative, partial"
"Un","CABPSV020002331.1",195,506,"-",,,"HEP_00534200","VWU53384.1",103,"ras-related protein Rab-1B, putative"
"Un","CABPSV020002332.1",102,555,"-",,,"HEP_00534300","VWU53385.1",151,"hypothetical protein HEP_00534300, partial"
"Un","CABPSV020002334.1",9,221,"-",,,"HEP_00534400","VWU53386.1",70,"hypothetical protein HEP_00534400, partial"
"Un","CABPSV020002335.1",36,444,"-",,,"HEP_00534450","VWU53387.1",57,"conserved protein, unknown function, partial"
"Un","CABPSV020002336.1",43,489,"-",,,"HEP_00534500","VWU53388.1",149,"conserved protein, unknown function, partial"
"Un","CABPSV020000234.1",1331,2540,"-",,,"HEP_00176600","VWU49819.1",250,"leucine-rich repeat protein"
"Un","CABPSV020000234.1",3267,3962,"-",,,"HEP_00176700","VWU49820.1",231,"conserved protein, unknown function"
"Un","CABPSV020000234.1",10241,21544,"-",,,"HEP_00176800","VWU49821.1",3767,"conserved protein, unknown function"
"Un","CABPSV020002342.1",10,543,"-",,,"HEP_00534600","VWU53389.1",178,"schizont egress antigen-1, partial"
"Un","CABPSV020002343.1",73,480,"-",,,"HEP_00534700","VWU53390.1",135,"MtN3-like protein"
"Un","CABPSV020002344.1",8,476,"-",,,"HEP_00534800","VWU53391.1",156,"hypothetical protein HEP_00534800, partial"
"Un","CABPSV020002345.1",40,506,"-",,,"HEP_00534900","VWU53392.1",155,"conserved protein, unknown function, partial"
"Un","CABPSV020002346.1",2,417,"-",,,"HEP_00535000","VWU53393.1",138,"hypothetical protein HEP_00535000, partial"
"Un","CABPSV020002347.1",2,538,"-",,,"HEP_00535100","VWU53394.1",178,"hypothetical protein HEP_00535100, partial"
"Un","CABPSV020002349.1",16,321,"-",,,"HEP_00535200","VWU53395.1",102,"hypothetical protein HEP_00535200, partial"
"Un","CABPSV020000235.1",2,1162,"-",,,"HEP_00176900","VWU49822.1",386,"hypothetical protein HEP_00176900, partial"
"Un","CABPSV020000235.1",3166,4083,"-",,,"HEP_00177000","VWU49823.1",95,"conserved protein, unknown function"
"Un","CABPSV020000235.1",5630,6430,"-",,,"HEP_00177100","VWU49824.1",203,"ribosome-binding factor A, putative"
"Un","CABPSV020000235.1",7289,7747,"-",,,"HEP_00177200","VWU49825.1",152,"N-terminal acetyltransferase A complex catalytic subunit ARD1, putative"
"Un","CABPSV020000235.1",9499,15996,"-",,,"HEP_00177300","VWU49826.1",2165,"conserved protein, unknown function"
"Un","CABPSV020000235.1",18415,19278,"-",,,"HEP_00177400","VWU49827.1",119,"40S ribosomal protein S20e, putative"
"Un","CABPSV020002351.1",23,537,"-",,,"HEP_00535300","VWU53396.1",170,"conserved protein, unknown function, partial"
"Un","CABPSV020002352.1",2,306,"-",,,"HEP_00535400","VWU53397.1",100,"S-adenosyl-L-homocysteine hydrolase, putative, partial"
"Un","CABPSV020002355.1",2,531,"-",,,"HEP_00535500","VWU53398.1",176,"dynein beta chain, putative, partial"
"Un","CABPSV020002357.1",2,468,"-",,,"HEP_00535600","VWU53399.1",154,"phosphatidylinositol 3- and 4-kinase, putative, partial"
"Un","CABPSV020000236.1",2291,5674,"-",,,"HEP_00177500","VWU49828.1",1127,"conserved protein, unknown function"
"Un","CABPSV020000236.1",6644,13636,"-",,,"HEP_00177600","VWU49829.1",1898,"conserved protein, unknown function"
"Un","CABPSV020000236.1",15746,21659,"-",,,"HEP_00177700","VWU49830.1",1971,"hypothetical protein HEP_00177700, partial"
"Un","CABPSV020002360.1",203,381,"-",,,"HEP_00535700","VWU53400.1",58,"conserved membrane protein, unknown function, partial"
"Un","CABPSV020002365.1",2,305,"-",,,"HEP_00535800","VWU53401.1",101,"hypothetical protein HEP_00535800, partial"
"Un","CABPSV020000237.1",790,6861,"-",,,"HEP_00177800","VWU49831.1",2023,"clathrin heavy chain, putative"
"Un","CABPSV020000237.1",10794,21017,"-",,,"HEP_00177900","VWU49832.1",3407,"formin 2, putative"
"Un","CABPSV020002370.1",2,436,"-",,,"HEP_00535900","VWU53403.1",145,"serine/threonine protein phosphatase 2A activator, partial"
"Un","CABPSV020002372.1",123,419,"-",,,"HEP_00536000","VWU53404.1",98,"Bystin, putative, partial"
"Un","CABPSV020002374.1",199,521,"-",,,"HEP_00536100","VWU53405.1",74,"bis(5\\'-nucleosyl)-tetraphosphatase"
"Un","CABPSV020002375.1",3,518,"-",,,"HEP_00536200","VWU53406.1",171,"dynein-related AAA-type ATPase, putative, partial"
"Un","CABPSV020002376.1",2,436,"-",,,"HEP_00536300","VWU53407.1",145,"conserved protein, unknown function, partial"
"Un","CABPSV020002378.1",196,434,"-",,,"HEP_00536400","VWU53408.1",79,"hypothetical protein HEP_00536400, partial"
"Un","CABPSV020002379.1",2,307,"-",,,"HEP_00536500","VWU53409.1",101,"hypothetical protein HEP_00536500, partial"
"Un","CABPSV020000238.1",68,1345,"-",,,"HEP_00178000","VWU49833.1",272,"26S proteasome regulatory subunit RPN7, putative, partial"
"Un","CABPSV020000238.1",2358,8120,"-",,,"HEP_00178100","VWU49834.1",1920,"conserved protein, unknown function"
"Un","CABPSV020000238.1",10149,12389,"-",,,"HEP_00178200","VWU49835.1",746,"RNA methyltransferase, putative"
"Un","CABPSV020000238.1",13653,16268,"-",,,"HEP_00178300","VWU49836.1",644,"A/G-specific adenine glycosylase, putative"
"Un","CABPSV020000238.1",17860,21504,"-",,,"HEP_00178400","VWU49837.1",1214,"phosphatidylinositol-4-phosphate 5-kinase, putative"
"Un","CABPSV020002381.1",2,511,"-",,,"HEP_00536600","VWU53410.1",170,"conserved protein, unknown function, partial"
"Un","CABPSV020002383.1",25,455,"-",,,"HEP_00536700","VWU53411.1",70,"Vacuolar sorting protein 39 domain 2, putative"
"Un","CABPSV020000239.1",956,2452,"-",,,"HEP_00178500","VWU49838.1",172,"palmitoyltransferase, putative"
"Un","CABPSV020000239.1",6362,7125,"-",,,"HEP_00178600","VWU49839.1",119,"60S acidic ribosomal protein P1, putative"
"Un","CABPSV020000239.1",12239,14475,"-",,,"HEP_00178900","VWU49840.1",745,"FeS cluster assembly protein SufD, partial"
"Un","CABPSV020000239.1",14797,16035,"-",,,"HEP_00179000","VWU49841.1",174,"palmitoyltransferase, putative, partial"
"Un","CABPSV020000239.1",17990,18526,"-",,,"HEP_00179100","VWU49842.1",178,"hypothetical protein HEP_00179100"
"Un","CABPSV020000239.1",19406,20767,"-",,,"HEP_00179200","VWU49843.1",453,"mitogen-activated protein kinase 2"
"Un","CABPSV020002390.1",8,505,"-",,,"HEP_00536800","VWU53412.1",165,"exodeoxyribonuclease III, putative, partial"
"Un","CABPSV020002391.1",1,405,"-",,,"HEP_00536900","VWU53413.1",84,"hypothetical protein HEP_00536900, partial"
"Un","CABPSV020002394.1",2,502,"-",,,"HEP_00537000","VWU53414.1",167,"myosin, putative, partial"
"Un","CABPSV020002395.1",2,502,"-",,,"HEP_00537100","VWU53415.1",166,"hypothetical protein HEP_00537100, partial"
"Un","CABPSV020002399.1",1,478,"-",,,"HEP_00537200","VWU53416.1",58,"rhoptry neck protein 5, partial"
"Un","CABPSV020000024.1",745,2397,"-",,,"HEP_00030900","VWU48385.1",550,"mitochondrial ribosomal protein S22 precursor, putative"
"Un","CABPSV020000024.1",3087,6285,"-",,,"HEP_00031000","VWU48386.1",1015,"conserved protein, unknown function, partial"
"Un","CABPSV020000024.1",6913,8166,"-",,,"HEP_00031100","VWU48387.1",417,"nucleolar preribosomal assembly protein, putative"
"Un","CABPSV020000024.1",9142,9678,"-",,,"HEP_00031200","VWU48388.1",116,"conserved protein, unknown function"
"Un","CABPSV020000024.1",11327,12721,"-",,,"HEP_00031300","VWU48389.1",350,"inner membrane complex protein 1m, putative"
"Un","CABPSV020000024.1",14769,17314,"-",,,"HEP_00031400","VWU48390.1",761,"conserved protein, unknown function"
"Un","CABPSV020000024.1",19112,23715,"-",,,"HEP_00031500","VWU48391.1",1534,"conserved protein, unknown function, partial"
"Un","CABPSV020000024.1",24612,26855,"-",,,"HEP_00031600","VWU48392.1",747,"tyrosine kinase-like protein, putative"
"Un","CABPSV020000024.1",28821,30719,"-",,,"HEP_00031700","VWU48393.1",632,"asparagine--tRNA ligase, putative"
"Un","CABPSV020000024.1",31175,32977,"-",,,"HEP_00031800","VWU48394.1",478,"pseudouridine synthase, putative"
"Un","CABPSV020000024.1",34377,36895,"-",,,"HEP_00031900","VWU48395.1",322,"GDP-fructose:GMP antiporter, putative"
"Un","CABPSV020000024.1",37918,39738,"-",,,"HEP_00032000","VWU48396.1",606,"WD repeat-containing protein, putative"
"Un","CABPSV020000024.1",40331,42610,"-",,,"HEP_00032100","VWU48397.1",759,"conserved protein, unknown function"
"Un","CABPSV020000024.1",42791,43334,"-",,,"HEP_00032200","VWU48398.1",81,"hypothetical protein HEP_00032200"
"Un","CABPSV020000024.1",44350,45960,"-",,,"HEP_00032300","VWU48399.1",536,"LEM3/CDC50 family protein, putative"
"Un","CABPSV020000240.1",1767,2903,"-",,,"HEP_00179300","VWU49844.1",378,"DnaJ protein, putative"
"Un","CABPSV020000240.1",4935,7013,"-",,,"HEP_00179400","VWU49845.1",692,"nicotinate phosphoribosyltransferase, putative"
"Un","CABPSV020000240.1",8529,9395,"-",,,"HEP_00179500","VWU49846.1",288,"N-acetyltransferase, putative"
"Un","CABPSV020000240.1",10253,14210,"-",,,"HEP_00179600","VWU49847.1",1044,"RAP protein, putative, partial"
"Un","CABPSV020000240.1",14311,21071,"-",,,"HEP_00179700","VWU49848.1",2246,"protein kinase PK4, putative, partial"
"Un","CABPSV020002402.1",2,433,"-",,,"HEP_00537400","VWU53417.1",144,"hypothetical protein HEP_00537400, partial"
"Un","CABPSV020000241.1",17466,18459,"-",,,"HEP_00180100","VWU49850.1",293,"exported protein, unknown function"
"Un","CABPSV020000242.1",2350,3501,"-",,,"HEP_00180200","VWU49851.1",312,"hypothetical protein HEP_00180200"
"Un","CABPSV020000242.1",5694,7490,"-",,,"HEP_00180300","VWU49852.1",373,"DnaJ domain/DnaJ C terminal domain containing protein, putative"
"Un","CABPSV020000242.1",9738,10705,"-",,,"HEP_00180400","VWU49853.1",239,"exported protein (hyp11), unknown function"
"Un","CABPSV020000242.1",12025,12499,"-",,,"HEP_00180500","VWU49854.1",113,"hypothetical protein HEP_00180500"
"Un","CABPSV020000242.1",14719,15307,"-",,,"HEP_00180600","VWU49855.1",160,"hypothetical protein HEP_00180600"
"Un","CABPSV020000242.1",19058,20572,"-",,,"HEP_00180700","VWU49856.1",504,"tubulin epsilon chain, putative"
"Un","CABPSV020000243.1",917,2188,"-",,,"HEP_00180800","VWU49857.1",423,"GTP-binding protein, putative"
"Un","CABPSV020000243.1",3667,7165,"-",,,"HEP_00180900","VWU49858.1",860,"cGMP-dependent protein kinase"
"Un","CABPSV020000243.1",9124,12320,"-",,,"HEP_00181000","VWU49859.1",996,"conserved protein, unknown function"
"Un","CABPSV020000243.1",12625,13356,"-",,,"HEP_00181100","VWU49860.1",243,"ATP-dependent Clp protease proteolytic subunit"
"Un","CABPSV020000243.1",14310,15128,"-",,,"HEP_00181200","VWU49861.1",200,"histidine triad protein, putative"
"Un","CABPSV020000243.1",17539,20004,"-",,,"HEP_00181300","VWU49862.1",712,"N-acetyltransferase, putative"
"Un","CABPSV020000244.1",1393,2653,"-",,,"HEP_00181400","VWU49863.1",195,"peptide chain release factor 2, putative"
"Un","CABPSV020000244.1",5394,7064,"-",,,"HEP_00181500","VWU49864.1",556,"zinc finger protein, putative"
"Un","CABPSV020000244.1",7966,10542,"-",,,"HEP_00181600","VWU49865.1",416,"actin-like protein, putative"
"Un","CABPSV020000244.1",14393,18346,"-",,,"HEP_00181900","VWU49866.1",1318,"conserved protein, unknown function, partial"
"Un","CABPSV020000244.1",19669,21369,"-",,,"HEP_00182000","VWU49867.1",566,"protein phosphatase PPM1, putative, partial"
"Un","CABPSV020000245.1",508,1823,"-",,,"HEP_00182100","VWU49868.1",137,"40S ribosomal protein S10, putative"
"Un","CABPSV020000245.1",3593,4442,"-",,,"HEP_00182200","VWU49869.1",173,"60S ribosomal protein L11a, putative"
"Un","CABPSV020000245.1",7420,9607,"-",,,"HEP_00182300","VWU49870.1",654,"LEM3/CDC50 family protein, putative"
"Un","CABPSV020000245.1",11718,16613,"-",,,"HEP_00182400","VWU49871.1",1631,"conserved protein, unknown function"
"Un","CABPSV020000245.1",17480,20506,"-",,,"HEP_00182500","VWU49872.1",1008,"actin-related protein, putative"
"Un","CABPSV020000246.1",1387,2370,"-",,,"HEP_00182600","VWU49873.1",327,"conserved protein, unknown function"
"Un","CABPSV020000246.1",3201,4133,"-",,,"HEP_00182700","VWU49874.1",242,"peptidase, putative"
"Un","CABPSV020000246.1",5864,7264,"-",,,"HEP_00182800","VWU49875.1",466,"nucleolar preribosomal associated cytoplasmic ATPase, putative"
"Un","CABPSV020000246.1",8393,8935,"-",,,"HEP_00182900","VWU49876.1",180,"conserved protein, unknown function"
"Un","CABPSV020000246.1",9356,11591,"-",,,"HEP_00183000","VWU49877.1",268,"conserved protein, unknown function"
"Un","CABPSV020000246.1",12437,14556,"-",,,"HEP_00183100","VWU49878.1",583,"lysine--tRNA ligase, putative"
"Un","CABPSV020000246.1",16289,17260,"-",,,"HEP_00183200","VWU49879.1",94,"small nuclear ribonucleoprotein E, putative"
"Un","CABPSV020000246.1",18397,19305,"-",,,"HEP_00183300","VWU49880.1",302,"conserved protein, unknown function"
"Un","CABPSV020000246.1",20581,21278,"-",,,"HEP_00183400","VWU49881.1",233,"ubiquitin-activating enzyme E1, putative, partial"
"Un","CABPSV020000247.1",554,2064,"-",,,"HEP_00183500","VWU49882.1",272,"conserved protein, unknown function"
"Un","CABPSV020000247.1",3310,4878,"-",,,"HEP_00183600","VWU49883.1",522,"conserved membrane protein, unknown function"
"Un","CABPSV020000247.1",5701,10305,"-",,,"HEP_00183700","VWU49884.1",1242,"conserved protein, unknown function"
"Un","CABPSV020000247.1",11991,13610,"-",,,"HEP_00183800","VWU49885.1",189,"prefoldin subunit 3, putative"
"Un","CABPSV020000247.1",16000,16762,"-",,,"HEP_00183900","VWU49886.1",129,"mitochondrial ribosomal protein S8 precursor, putative"
"Un","CABPSV020000247.1",18762,21115,"-",,,"HEP_00184000","VWU49887.1",412,"hypothetical protein HEP_00184000"
"Un","CABPSV020000248.1",3295,4425,"-",,,"HEP_00184100","VWU49888.1",376,"FAD synthetase, putative"
"Un","CABPSV020000248.1",5637,6719,"-",,,"HEP_00184200","VWU49889.1",360,"conserved protein, unknown function"
"Un","CABPSV020000248.1",8139,10699,"-",,,"HEP_00184300","VWU49890.1",687,"cysteine--tRNA ligase, putative"
"Un","CABPSV020000248.1",11609,13378,"-",,,"HEP_00184400","VWU49891.1",589,"methionine aminopeptidase 1b, putative"
"Un","CABPSV020000248.1",15238,17601,"-",,,"HEP_00184500","VWU49892.1",787,"conserved protein, unknown function"
"Un","CABPSV020000248.1",18056,19939,"-",,,"HEP_00184600","VWU49893.1",627,"conserved protein, unknown function"
"Un","CABPSV020000249.1",1698,2477,"-",,,"HEP_00184700","VWU49894.1",259,"conserved protein, unknown function"
"Un","CABPSV020000249.1",3846,7484,"-",,,"HEP_00184800","VWU49895.1",1212,"DNA repair protein RAD50, putative"
"Un","CABPSV020000249.1",8283,9922,"-",,,"HEP_00184900","VWU49896.1",353,"serine/threonine protein kinase"
"Un","CABPSV020000249.1",11021,11500,"-",,,"HEP_00185000","VWU49897.1",159,"calcium-binding protein, putative"
"Un","CABPSV020000249.1",12118,14342,"-",,,"HEP_00185100","VWU49898.1",686,"cyclin dependent kinase binding protein, putative"
"Un","CABPSV020000249.1",15463,21072,"-",,,"HEP_00185200","VWU49899.1",1762,"nucleoside diphosphate kinase, putative, partial"
"Un","CABPSV020000025.1",3,913,"-",,,"HEP_00032400","VWU48400.1",304,"conserved protein, unknown function, partial"
"Un","CABPSV020000025.1",4600,5082,"-",,,"HEP_00032500","VWU48401.1",142,"exported protein, unknown function"
"Un","CABPSV020000025.1",7620,8409,"-",,,"HEP_00032600","VWU48402.1",207,"exported protein, unknown function"
"Un","CABPSV020000025.1",12088,12438,"-",,,"HEP_00032700","VWU48403.1",116,"hypothetical protein HEP_00032700"
"Un","CABPSV020000025.1",14133,14627,"-",,,"HEP_00032800","VWU48404.1",164,"conserved protein, unknown function"
"Un","CABPSV020000025.1",15188,15952,"-",,,"HEP_00032900","VWU48405.1",201,"protein RER1, putative"
"Un","CABPSV020000025.1",18280,20466,"-",,,"HEP_00033000","VWU48406.1",206,"ras-related protein RAB7"
"Un","CABPSV020000025.1",24050,32027,"-",,,"HEP_00033100","VWU48407.1",2572,"DEAD/DEAH box helicase, putative"
"Un","CABPSV020000025.1",33842,35437,"-",,,"HEP_00033200","VWU48408.1",531,"RNA guanylyltransferase"
"Un","CABPSV020000025.1",35946,40446,"-",,,"HEP_00033300","VWU48409.1",1261,"ubiquitin carboxyl-terminal hydrolase, putative"
"Un","CABPSV020000025.1",44446,45411,"-",,,"HEP_00033400","VWU48410.1",190,"small nuclear ribonucleoprotein-associated protein B, putative"
"Un","CABPSV020000025.1",45928,46473,"-",,,"HEP_00033500","VWU48411.1",182,"ookinete surface protein P28, partial"
"Un","CABPSV020000250.1",2,4970,"-",,,"HEP_00185300","VWU49900.1",1655,"DNA2/NAM7 helicase, putative, partial"
"Un","CABPSV020000250.1",5923,6849,"-",,,"HEP_00185400","VWU49901.1",308,"conserved protein, unknown function"
"Un","CABPSV020000250.1",8518,9384,"-",,,"HEP_00185500","VWU49902.1",213,"ribosomal protein L43, mitochondrial, putative"
"Un","CABPSV020000250.1",9535,12132,"-",,,"HEP_00185600","VWU49903.1",771,"conserved protein, unknown function"
"Un","CABPSV020000250.1",14154,21183,"-",,,"HEP_00185700","VWU49904.1",2343,"Kinesin motor domain containing protein, putative, partial"
"Un","CABPSV020000251.1",597,6002,"-",,,"HEP_00185800","VWU49905.1",1801,"structural maintenance of chromosomes protein 1, putative"
"Un","CABPSV020000251.1",8909,10768,"-",,,"HEP_00185900","VWU49906.1",508,"armadillo repeat protein PF16, putative"
"Un","CABPSV020000251.1",11702,14829,"-",,,"HEP_00186000","VWU49907.1",1042,"conserved protein, unknown function, partial"
"Un","CABPSV020000251.1",15204,17333,"-",,,"HEP_00186100","VWU49908.1",709,"serpentine receptor, putative"
"Un","CABPSV020000251.1",18887,19459,"-",,,"HEP_00186200","VWU49909.1",190,"RNA-binding protein s1, putative"
"Un","CABPSV020000251.1",19854,21158,"-",,,"HEP_00186300","VWU49910.1",332,"conserved protein, unknown function, partial"
"Un","CABPSV020000252.1",595,1443,"-",,,"HEP_00186400","VWU49911.1",282,"conserved protein, unknown function"
"Un","CABPSV020000252.1",1760,6358,"-",,,"HEP_00186500","VWU49912.1",1532,"gamma-tubulin complex component, putative"
"Un","CABPSV020000252.1",8581,8940,"-",,,"HEP_00186600","VWU49913.1",120,"AP2 domain transcription factor, putative, partial"
"Un","CABPSV020000252.1",10311,10745,"-",,,"HEP_00186700","VWU49914.1",144,"conserved protein, unknown function"
"Un","CABPSV020000252.1",12187,12627,"-",,,"HEP_00186800","VWU49915.1",146,"conserved protein, unknown function"
"Un","CABPSV020000252.1",13499,17179,"-",,,"HEP_00186900","VWU49916.1",1226,"TFIIH basal transcription factor complex helicase XPD subunit"
"Un","CABPSV020000252.1",18867,20603,"-",,,"HEP_00187000","VWU49917.1",578,"histidine--tRNA ligase, putative"
"Un","CABPSV020000253.1",648,3179,"-",,,"HEP_00187100","VWU49918.1",843,"thrombospondin-related anonymous protein"
"Un","CABPSV020000253.1",6671,8840,"-",,,"HEP_00187200","VWU49919.1",440,"conserved protein, unknown function"
"Un","CABPSV020000253.1",9915,10828,"-",,,"HEP_00187300","VWU49920.1",156,"conserved protein, unknown function"
"Un","CABPSV020000253.1",12084,13883,"-",,,"HEP_00187400","VWU49921.1",267,"conserved protein, unknown function"
"Un","CABPSV020000253.1",14568,15605,"-",,,"HEP_00187500","VWU49922.1",345,"conserved membrane protein, unknown function"
"Un","CABPSV020000253.1",16145,18609,"-",,,"HEP_00187600","VWU49923.1",282,"RanBPM and CLTH-like protein, putative"
"Un","CABPSV020000253.1",19668,20703,"-",,,"HEP_00187700","VWU49924.1",91,"conserved protein, unknown function"
"Un","CABPSV020000254.1",2,327,"-",,,"HEP_00187800","VWU49925.1",107,"autophagy-related protein 18, putative, partial"
"Un","CABPSV020000254.1",2199,4331,"-",,,"HEP_00187900","VWU49926.1",710,"conserved protein, unknown function"
"Un","CABPSV020000254.1",5242,11442,"-",,,"HEP_00188000","VWU49927.1",1834,"NLI interacting factor-like phosphatase, putative"
"Un","CABPSV020000254.1",13283,14181,"-",,,"HEP_00188100","VWU49928.1",255,"conserved protein, unknown function"
"Un","CABPSV020000254.1",15401,16349,"-",,,"HEP_00188200","VWU49929.1",192,"cytochrome b-c1 complex subunit 7, putative"
"Un","CABPSV020000254.1",19086,20464,"-",,,"HEP_00188300","VWU49930.1",232,"hypoxanthine-guanine phosphoribosyltransferase"
"Un","CABPSV020000255.1",508,4967,"-",,,"HEP_00188400","VWU49931.1",1278,"vacuolar protein sorting-associated protein 11, putative"
"Un","CABPSV020000255.1",5853,7295,"-",,,"HEP_00188500","VWU49932.1",383,"conserved protein, unknown function"
"Un","CABPSV020000255.1",7589,10432,"-",,,"HEP_00188600","VWU49933.1",705,"conserved protein, unknown function"
"Un","CABPSV020000255.1",13384,14802,"-",,,"HEP_00188700","VWU49934.1",472,"merozoite surface protein 8"
"Un","CABPSV020000255.1",17342,19945,"-",,,"HEP_00188800","VWU49935.1",867,"conserved protein, unknown function"
"Un","CABPSV020000256.1",1113,2834,"-",,,"HEP_00188900","VWU49936.1",467,"mitochondrial import inner membrane translocase subunit TIM44, putative"
"Un","CABPSV020000256.1",3851,6202,"-",,,"HEP_00189000","VWU49937.1",783,"DNA-directed RNA polymerase, putative"
"Un","CABPSV020000256.1",6889,8008,"-",,,"HEP_00189100","VWU49938.1",292,"GrpE protein homolog, mitochondrial, putative"
"Un","CABPSV020000256.1",9920,11426,"-",,,"HEP_00189200","VWU49939.1",246,"nuclear preribosomal assembly protein, putative"
"Un","CABPSV020000256.1",12029,14497,"-",,,"HEP_00189300","VWU49940.1",823,"DNA-directed RNA polymerase N-terminal, putative, partial"
"Un","CABPSV020000256.1",16752,18243,"-",,,"HEP_00189400","VWU49941.1",253,"conserved protein, unknown function"
"Un","CABPSV020000256.1",18417,18914,"-",,,"HEP_00189500","VWU49942.1",165,"hypothetical protein HEP_00189500"
"Un","CABPSV020000257.1",676,3692,"-",,,"HEP_00189600","VWU49943.1",867,"cullin-1, putative"
"Un","CABPSV020000257.1",5153,7231,"-",,,"HEP_00189700","VWU49944.1",692,"mitochondrial carrier protein, putative"
"Un","CABPSV020000257.1",9127,12902,"-",,,"HEP_00189800","VWU49945.1",1157,"ER membrane protein complex subunit 1, putative"
"Un","CABPSV020000257.1",18023,20968,"-",,,"HEP_00189900","VWU49946.1",982,"CCR4-associated factor 1, partial"
"Un","CABPSV020000258.1",536,2852,"-",,,"HEP_00190000","VWU49947.1",768,"SAC3 domain-containing protein, putative, partial"
"Un","CABPSV020000258.1",6049,7395,"-",,,"HEP_00190100","VWU49948.1",448,"conserved protein, unknown function"
"Un","CABPSV020000258.1",8388,10631,"-",,,"HEP_00190200","VWU49949.1",747,"JmjC domain containing protein"
"Un","CABPSV020000258.1",11059,12971,"-",,,"HEP_00190300","VWU49950.1",537,"conserved protein, unknown function"
"Un","CABPSV020000258.1",15648,17453,"-",,,"HEP_00190400","VWU49951.1",601,"conserved protein, unknown function"
"Un","CABPSV020000258.1",18630,20390,"-",,,"HEP_00190500","VWU49952.1",586,"conserved protein, unknown function"
"Un","CABPSV020000259.1",661,2028,"-",,,"HEP_00190600","VWU49953.1",455,"thiamine pyrophosphokinase"
"Un","CABPSV020000259.1",4319,6527,"-",,,"HEP_00190700","VWU49954.1",676,"conserved protein, unknown function"
"Un","CABPSV020000259.1",7628,12220,"-",,,"HEP_00190800","VWU49955.1",1288,"conserved membrane protein, unknown function"
"Un","CABPSV020000259.1",14866,20892,"-",,,"HEP_00190900","VWU49956.1",1913,"conserved protein, unknown function"
"Un","CABPSV020000026.1",124,3998,"-",,,"HEP_00033600","VWU48412.1",1053,"conserved protein, unknown function, partial"
"Un","CABPSV020000026.1",6571,9961,"-",,,"HEP_00033700","VWU48413.1",1021,"DNA repair metallo-beta-lactamase protein, putative"
"Un","CABPSV020000026.1",10656,23216,"-",,,"HEP_00033800","VWU48414.1",2958,"conserved protein, unknown function"
"Un","CABPSV020000026.1",24132,25964,"-",,,"HEP_00033900","VWU48415.1",610,"splicing factor 3A subunit 1, putative"
"Un","CABPSV020000026.1",28541,30694,"-",,,"HEP_00034000","VWU48416.1",390,"vacuole membrane protein 1, putative"
"Un","CABPSV020000026.1",31318,34498,"-",,,"HEP_00034100","VWU48417.1",862,"protein kinase, putative"
"Un","CABPSV020000026.1",36525,37645,"-",,,"HEP_00034200","VWU48418.1",252,"proteasome subunit alpha type-1, putative"
"Un","CABPSV020000026.1",42477,43481,"-",,,"HEP_00034300","VWU48419.1",334,"trailer hitch homolog, putative"
"Un","CABPSV020000260.1",262,852,"-",,,"HEP_00191000","VWU49957.1",143,"actin-depolymerizing factor 2, putative"
"Un","CABPSV020000260.1",1932,4942,"-",,,"HEP_00191100","VWU49958.1",368,"PH domain-containing protein, putative"
"Un","CABPSV020000260.1",6437,6856,"-",,,"HEP_00191200","VWU49959.1",139,"iron-sulfur assembly protein, putative"
"Un","CABPSV020000260.1",8695,10126,"-",,,"HEP_00191300","VWU49960.1",240,"cytochrome c oxidase subunit 2, putative"
"Un","CABPSV020000260.1",12491,20644,"-",,,"HEP_00191400","VWU49961.1",2606,"glideosome-associated connector, putative"
"Un","CABPSV020000261.1",670,2637,"-",,,"HEP_00191500","VWU49962.1",446,"conserved protein, unknown function, partial"
"Un","CABPSV020000261.1",5781,7258,"-",,,"HEP_00191600","VWU49963.1",376,"actin, putative"
"Un","CABPSV020000261.1",8873,10273,"-",,,"HEP_00191700","VWU49964.1",466,"deoxyhypusine synthase"
"Un","CABPSV020000261.1",11155,14805,"-",,,"HEP_00191800","VWU49965.1",1157,"AAA family ATPase, putative"
"Un","CABPSV020000261.1",17429,19483,"-",,,"HEP_00191900","VWU49966.1",302,"ubiquitin-conjugating enzyme, putative"
"Un","CABPSV020000262.1",674,3707,"-",,,"HEP_00192000","VWU49967.1",817,"myosin A, putative"
"Un","CABPSV020000262.1",4985,5703,"-",,,"HEP_00192100","VWU49968.1",58,"DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative"
